row_label_raw,row_label_full,col_0,Mã số,2016(phân loại lại)VND,2016(theo báo cáotrước đây)VND,numeric__Mã số,numeric__2016(phân loại lại)VND,numeric__2016(theo báo cáotrước đây)VND
Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,21,71.517.514.221,65.486.205.348,21.0,71517514221.0,65486205348.0
Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,Lỗ các TSTC ghi nhận thông qua lãi/lỗChênh lệch giảm đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,21.2,-,(6.031.308.873),212.0,,-6031308873.0
"Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm TSTC và chi phí đi vay của các khoản cho vay","Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm TSTC và chi phí đi vay của các khoản cho vay","Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm TSTC và chi phí đi vay của các khoản cho vay",24,(4.997.558.873),-,24.0,-4997558873.0,
Chi phí nghiệp vụ môi giới chứng khoán,Chi phí nghiệp vụ môi giới chứng khoán,Chi phí nghiệp vụ môi giới chứng khoán,27,152.825.238.279,152.833.694.005,27.0,152825238279.0,152833694005.0
Chi phí các dịch vụ khác,Chi phí các dịch vụ khác,Chi phí các dịch vụ khác,32,66.852.280.228,67.877.574.502,32.0,66852280228.0,67877574502.0
