row_label_raw,row_label_full,Thời gian quá hạn,Tỷ lệ trích lập dự phòng,numeric__Tỷ lệ trích lập dự phòng
Từ sáu (06) tháng đến dưới một (01) năm,Từ sáu (06) tháng đến dưới một (01) năm,Từ sáu (06) tháng đến dưới một (01) năm,30%,0.3
Từ một (01) năm đến dưới hai (02) năm,Từ một (01) năm đến dưới hai (02) năm,Từ một (01) năm đến dưới hai (02) năm,50%,0.5
Từ hai (02) năm đến dưới ba (03) năm,Từ hai (02) năm đến dưới ba (03) năm,Từ hai (02) năm đến dưới ba (03) năm,70%,0.7
Từ ba (03) năm trở lên,Từ ba (03) năm trở lên,Từ ba (03) năm trở lên,100%,1.0
