row_label_raw,row_label_full,col_0,2017 > Khối lượng giao dịch thực hiện Đơn vị,2017 > Giá trị giao dịch thực hiện VND,2016 > Khối lượng giao dịch thực hiện Đơn vị,2016 > Giá trị giao dịch thực hiện VND,numeric__2017 > Khối lượng giao dịch thực hiện Đơn vị,numeric__2017 > Giá trị giao dịch thực hiện VND,numeric__2016 > Khối lượng giao dịch thực hiện Đơn vị,numeric__2016 > Giá trị giao dịch thực hiện VND
Của Công ty,Của Công ty,Của Công ty,39.138.025,1.032.613.535.328,28.248.255,722.505.380.700,39138025.0,1032613535328.0,28248255.0,722505380700.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,36.559.053,771.560.058.000,28.248.255,722.505.380.700,36559053.0,771560058000.0,28248255.0,722505380700.0
Trái phiếu,Trái phiếu,Trái phiếu,2.578.972,261.053.477.328,-,-,2578972.0,261053477328.0,,
Của nhà đầu tư,Của nhà đầu tư,Của nhà đầu tư,9.101.530.901,161.099.673.566.269,5.193.270.772,86.431.542.250.284,9101530901.0,161099673566269.0,5193270772.0,86431542250284.0
Cổ phiếu,Cổ phiếu,Cổ phiếu,9.088.541.892,159.706.726.878.360,5.188.177.237,85.894.490.596.880,9088541892.0,159706726878360.0,5188177237.0,85894490596880.0
Trái phiếu,Trái phiếu,Trái phiếu,12.844.959,1.390.794.491.809,5.093.535,537.051.653.404,12844959.0,1390794491809.0,5093535.0,537051653404.0
Chứng khoán khác,Chứng khoán khác,Chứng khoán khác,144.050,2.152.196.100,-,-,144050.0,2152196100.0,,
,,,,162.132.287.101.597,,87.154.047.630.984,,162132287101597.0,,87154047630984.0
