row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc VND,31/12/2017 > Giá trị hợp lý VND,31/12/2016 > Giá gốc VND,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__31/12/2016 > Giá gốc VND
Cho vay ký quỹ,Cho vay ký quỹ,Cho vay ký quỹ,2.555.683.171.544,(*),1.962.692.347.573,2555683171544.0,,1962692347573.0
Tạm ứng tiền bán chứng khoán,Tạm ứng tiền bán chứng khoán,Tạm ứng tiền bán chứng khoán,60.574.568.467,(*),56.683.240.082,60574568467.0,,56683240082.0
,,,2.616.257.740.011,(*),2.019.375.587.655,2616257740011.0,,2019375587655.0
