row_label_raw,row_label_full,Giai đoạn phát sinh,Tỉnh hình quyết toán,Lỗ tính thuế phát sinh trong kỳ VND,Điều chỉnh trong kỳ VND,Lỗ đã chuyển VND,Số còn được chuyển lỗ tính đến cuối kỳ VND,numeric__Tỉnh hình quyết toán,numeric__Lỗ tính thuế phát sinh trong kỳ VND,numeric__Điều chỉnh trong kỳ VND,numeric__Lỗ đã chuyển VND,numeric__Số còn được chuyển lỗ tính đến cuối kỳ VND
Từ 1/1/2012 đến 31/12/2012,Từ 1/1/2012 đến 31/12/2012,Từ 1/1/2012 đến 31/12/2012,Đã quyết toán,10.690.533.774,(8.046.915),(10.682.486.859),-,,10690533774.0,-8046915.0,-10682486859.0,
Từ 1/1/2013 đến 06/12/2013,Từ 1/1/2013 đến 06/12/2013,Từ 1/1/2013 đến 06/12/2013,Đã quyết toán,59.222.770.516,-,(21.683.797.532),37.538.972.984,,59222770516.0,,-21683797532.0,37538972984.0
Từ 1/1/2015 đến 31/12/2015,Từ 1/1/2015 đến 31/12/2015,Từ 1/1/2015 đến 31/12/2015,Chưa quyết toán,19.160.207.883,-,-,19.160.207.883,,19160207883.0,,,19160207883.0
Từ 1/1/2016 đến 31/12/2016,Từ 1/1/2016 đến 31/12/2016,Từ 1/1/2016 đến 31/12/2016,Chưa quyết toán,1.985.397.503,-,-,1.985.397.503,,1985397503.0,,,1985397503.0
,,,,91.058.909.676,(8.046.915),(32.366.284.391),58.684.578.370,,91058909676.0,-8046915.0,-32366284391.0,58684578370.0
