row_label_raw,row_label_full,col_0,col_1,31/12/2016 > Số lượng,31/12/2016 > Giá gốcVND,31/12/2016 > Giá trị ghi sốVND,31/12/2016 > Giá trị dự phòngVND,31/12/2015Giá trị dự phòngVND,Mức trích lập/(hoàn nhập)trong nămVND,numeric__col_1,numeric__31/12/2016 > Số lượng,numeric__31/12/2016 > Giá gốcVND,numeric__31/12/2016 > Giá trị ghi sốVND,numeric__31/12/2016 > Giá trị dự phòngVND,numeric__31/12/2015Giá trị dự phòngVND,numeric__Mức trích lập/(hoàn nhập)trong nămVND
I,I,I,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,TSTC ghi nhận thông qua lãi/lỗ,,,,,,,
I,I > I,I,Công ty Cổ phần Cơ điện và Xây dựng Việt Nam,3.270.715,48.662.400.443,6.672.258.600,41.990.141.843,35.357.879.837,6.632.262.006,,3270715.0,48662400443.0,6672258600.0,41990141843.0,35357879837.0,6632262006.0
I,I > I,I,Công ty Cổ phần Tập đoàn C.E.O,3.247.226,43.864.700.512,40.590.325.000,3.274.375.512,-,3.274.375.512,,3247226.0,43864700512.0,40590325000.0,3274375512.0,,3274375512.0
I,I > I,I,Công ty Cổ phần Hoàng Anh Gia Lai,1.600.280,33.535.972.240,8.561.498.000,24.974.474.240,22.877.408.000,2.097.066.240,,1600280.0,33535972240.0,8561498000.0,24974474240.0,22877408000.0,2097066240.0
I,I > I,I,Công ty Cổ phần Sữa Việt Nam,228.658,31.393.909.593,28.719.444.800,2.674.464.793,-,2.674.464.793,,228658.0,31393909593.0,28719444800.0,2674464793.0,,2674464793.0
I,I > I,I,Công ty Cổ phần Phân bón Miền Nam,1.436.941,19.725.261.362,16.812.209.700,2.913.051.662,1.306.290.362,1.606.761.300,,1436941.0,19725261362.0,16812209700.0,2913051662.0,1306290362.0,1606761300.0
I,I > I,I,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,681.645,19.484.901.740,19.699.540.500,-,-,-,,681645.0,19484901740.0,19699540500.0,,,
I,I > I,I,Công ty Cổ phần Phát triển Đô thị Từ Liêm,704.210,15.233.892.826,6.619.574.000,8.614.318.826,6.431.267.826,2.183.051.000,,704210.0,15233892826.0,6619574000.0,8614318826.0,6431267826.0,2183051000.0
I,I > I,I,Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh,1.096.897,14.026.327.430,13.711.212.500,315.114.930,-,315.114.930,,1096897.0,14026327430.0,13711212500.0,315114930.0,,315114930.0
I,I > I,I,Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,88.700,13.799.700.000,13.757.370.000,42.330.000,-,42.330.000,,88700.0,13799700000.0,13757370000.0,42330000.0,,42330000.0
I,I > I,I,Công ty Cổ phần FPT,312.630,13.453.384.499,13.755.720.000,-,-,-,,312630.0,13453384499.0,13755720000.0,,,
I,I > I,I,Các tài sản tài chính khác,4.094.360,72.257.222.387,59.408.391.695,14.576.506.336,75.583.240.990,(61.006.734.654),,4094360.0,72257222387.0,59408391695.0,14576506336.0,75583240990.0,-61006734654.0
,,,,16.762.262,325.437.673.032,228.307.544.795,99.374.778.142,141.556.087.015,(42.181.308.873),,16762262.0,325437673032.0,228307544795.0,99374778142.0,141556087015.0,-42181308873.0
