row_label_raw,row_label_full,Ông Lê Quốc Minh,Chủ tịch,numeric__Chủ tịch
Ông Vũ Thành Trung,Ông Vũ Thành Trung,Ông Vũ Thành Trung,Phó Chủ tịch,
Ông Phạm Thế Anh,Ông Phạm Thế Anh,Ông Phạm Thế Anh,Thành viên,
Ông Trần Hải Hà,Ông Trần Hải Hà,Ông Trần Hải Hà,Thành viên,
Bà Đăng Thúy Dung,Bà Đăng Thúy Dung,Bà Đăng Thúy Dung,Thành viên,
