row_label_raw,row_label_full,col_0,Chi phíthuê văn phòngVND,"Chi phí thi công,cải tạo văn phòngVND",Tổng cộngVND,numeric__Chi phíthuê văn phòngVND,"numeric__Chi phí thi công,cải tạo văn phòngVND",numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,74.939.549.279,121.719.282,75.061.268.561,74939549279.0,121719282.0,75061268561.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,1.906.034.630,1.906.034.630,,1906034630.0,1906034630.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.011.400.196),(702.443.951),(4.713.844.147),-4011400196.0,-702443951.0,-4713844147.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,70.928.149.083,1.325.309.961,72.253.459.044,70928149083.0,1325309961.0,72253459044.0
2016,2016,2016,2016,2016,2016,2016.0,2016.0,2016.0
,,,Chi phíthuê văn phòngVND,"Chi phí thi công,cải tạo văn phòngVND",Tổng cộngVND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,78.954.371.402,188.111.612,79.142.483.014,78954371402.0,188111612.0,79142483014.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.014.822.123),(66.392.330),(4.081.214.453),-4014822123.0,-66392330.0,-4081214453.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,74.939.549.279,121.719.282,75.061.268.561,74939549279.0,121719282.0,75061268561.0
