row_label_raw,row_label_full,col_0,Lãi suất/năm,1/1/2017Giá trị ghi sổ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2017Giá trị ghi sổ VND,numeric__Lãi suất/năm,numeric__1/1/2017Giá trị ghi sổ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2017Giá trị ghi sổ VND
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,,,,,
Khoản vay 1,Vay ngân hàng > Khoản vay 1,Khoản vay 1,"5,00%",299.998.900.200,700.001.099.800,(500.000.000.000),500.000.000.000,0.05,299998900200.0,700001099800.0,-500000000000.0,500000000000.0
Khoản vay 2,Vay ngân hàng > Khoản vay 2,Khoản vay 2,"6,80%",49.891.431.019,100.072.853.497,(119.974.284.516),29.990.000.000,0.068,49891431019.0,100072853497.0,-119974284516.0,29990000000.0
Khoản vay 3,Vay ngân hàng > Khoản vay 3,Khoản vay 3,"6,70%",49.907.520.467,150.295.917.543,(50.203.438.010),150.000.000.000,0.067,49907520467.0,150295917543.0,-50203438010.0,150000000000.0
,,,,399.797.851.686,950.369.870.840,(670.177.722.526),679.990.000.000,,399797851686.0,950369870840.0,-670177722526.0,679990000000.0
