row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Net revenue from sale of real estate,Net revenue from sale of real estate,Net revenue from sale of real estate,"4,235,797,072,085","411,697,928,387",,
Net revenue from sale of construction contract,Net revenue from sale of construction contract,Net revenue from sale of construction contract,"137,646,413,515","625,973,922,379",,
Net revenue from sale of finished goods,Net revenue from sale of finished goods,Net revenue from sale of finished goods,"166,700,062,160","119,701,745,689",,
Net revenue from rendering of services,Net revenue from rendering of services,Net revenue from rendering of services,"171,616,660,085","140,251,110,881",,
Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,"4,736,834,782","3,374,235,992",,
Net revenue from sale of merchandises,Net revenue from sale of merchandises,Net revenue from sale of merchandises,"1,170,196,200",-,,
Total,Total,Total,"4,717,667,238,827","1,300,998,943,328",,
In which:,In which:,In which:,,,,
Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),"4,415,082,377","344,952,105,698",,
4. Cost of goods sold,4. Cost of goods sold,4. Cost of goods sold,,,,
,,,Current yearVND,Previous yearVND,,
Cost of real estate,Cost of real estate,Cost of real estate,"3,140,977,639,728","229,301,015,190",,
Cost of construction contracts,Cost of construction contracts,Cost of construction contracts,"91,449,424,385","483,051,682,373",,
Cost of finished goods,Cost of finished goods,Cost of finished goods,"208,289,599,933","162,852,152,867",,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"155,618,523,368","124,709,605,381",,
Cost of investment real estate for rent,Cost of investment real estate for rent,Cost of investment real estate for rent,"4,049,218,519","2,889,116,652",,
Cost of merchandises,Cost of merchandises,Cost of merchandises,"1,031,051,142",-,,
Total,Total,Total,"3,601,415,457,075","1,002,803,572,463",,
5. Financial income,5. Financial income,5. Financial income,,,,
,,,Current yearVND,Previous yearVND,,
Interest income,Interest income,Interest income,"29,066,381,993","62,737,706,336",,
Gain from investment,Gain from investment,Gain from investment,"36,737,669,153","53,250,000,000",,
Gain from foreign exchange difference,Gain from foreign exchange difference,Gain from foreign exchange difference,"30,973,633","163,200,823",,
Dividends,Dividends,Dividends,"82,620,910","21,530,830",,
Income from dissolution of subsidiaries,Income from dissolution of subsidiaries,Income from dissolution of subsidiaries,"15,236,275",-,,
"Interest from credit sales, payment discounts","Interest from credit sales, payment discounts","Interest from credit sales, payment discounts",-,"970,393,391",,
Others,Others,Others,"39,990,875","2,124,639",,
Total,Total,Total,"65,972,872,839","117,144,956,019",,
6. Financial expenses,6. Financial expenses,6. Financial expenses,,,,
,,,Current yearVND,Previous yearVND,,
Interest expenses,Interest expenses,Interest expenses,"97,242,285,512","47,361,629,699",,
Reversal of provision for investments,Reversal of provision for investments,Reversal of provision for investments,-,"(20,000,000,000)",,
Loss from foreign exchange difference,Loss from foreign exchange difference,Loss from foreign exchange difference,"72,789,752",-,,
Others,Others,Others,"3,403,740,630","1,118,990,735",,
Total,Total,Total,"100,718,815,894","28,480,620,434",,
