row_label_raw,row_label_full,col_0,Số đầu năm VND,Tăng VND,(Giảm)/Phân bổ chi phí phát hành trái phiếu VND,Phân loại thành trái phiếu đến hạn trả VND,Số cuối năm VND,numeric__Số đầu năm VND,numeric__Tăng VND,numeric__(Giảm)/Phân bổ chi phí phát hành trái phiếu VND,numeric__Phân loại thành trái phiếu đến hạn trả VND,numeric__Số cuối năm VND
Ngắn hạn - Trái phiếu thường đến hạn trả,Ngắn hạn - Trái phiếu thường đến hạn trả,Ngắn hạn - Trái phiếu thường đến hạn trả,-,-,-,600.000.000.000,600.000.000.000,,,,600000000000.0,600000000000.0
Giá gốc trái phiếu thường mã DIGH2326001 (i),Giá gốc trái phiếu thường mã DIGH2326001 (i),Giá gốc trái phiếu thường mã DIGH2326001 (i),-,-,-,600.000.000.000,600.000.000.000,,,,600000000000.0,600000000000.0
Dài hạn - Trái phiếu thường,Dài hạn - Trái phiếu thường,Dài hạn - Trái phiếu thường,1.562.532.648.402,(2.500.000.000),(766.837.260.274),(600.000.000.000),193.195.388.128,1562532648402.0,-2500000000.0,-766837260274.0,-600000000000.0,193195388128.0
Giá gốc trái phiếu thường mã DIGH2326001 (i),Giá gốc trái phiếu thường mã DIGH2326001 (i),Giá gốc trái phiếu thường mã DIGH2326001 (i),600.000.000.000,-,-,(600.000.000.000),-,600000000000.0,,,-600000000000.0,
Giá gốc trái phiếu thường mã DIGH2326002 (i),Giá gốc trái phiếu thường mã DIGH2326002 (i),Giá gốc trái phiếu thường mã DIGH2326002 (i),1.000.000.000.000,-,(800.000.000.000),-,200.000.000.000,1000000000000.0,,-800000000000.0,,200000000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(37.467.351.598),(2.500.000.000),33.162.739.726,-,(6.804.611.872),-37467351598.0,-2500000000.0,33162739726.0,,-6804611872.0
Cộng,Cộng,Cộng,1.562.532.648.402,(2.500.000.000),(766.837.260.274),-,793.195.388.128,1562532648402.0,-2500000000.0,-766837260274.0,,793195388128.0
