row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Cost of projects,Cost of projects,Cost of projects,"274,822,119,153","296,344,603,692",,
Interests expenses,Interests expenses,Interests expenses,"7,757,229,056","32,991,361,062",,
Other expenses,Other expenses,Other expenses,"11,201,166,785","17,395,581,702",,
Total,Total,Total,"293,780,514,994","346,731,546,456",,
