row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,16.636.364.783.345,15.985.757.394.009,100.0,,16636364783345.0,15985757394009.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,3.279.178.467.269,785.165.517.804,110.0,,3279178467269.0,785165517804.0
1. Tiền,1. Tiền,1. Tiền,111,,1.065.261.941.464,391.704.493.380,111.0,,1065261941464.0,391704493380.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,2.213.916.525.805,393.461.024.424,112.0,,2213916525805.0,393461024424.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,251.000.000.000,895.900.000.000,120.0,,251000000000.0,895900000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,251.000.000.000,895.900.000.000,123.0,,251000000000.0,895900000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,6.194.391.169.014,5.943.738.452.685,130.0,,6194391169014.0,5943738452685.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,1.723.354.410.831,1.188.156.659.391,131.0,,1723354410831.0,1188156659391.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,32.235.318.190,29.390.434.469,132.0,,32235318190.0,29390434469.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,163.100.000.000,187.564.637.167,135.0,,163100000000.0,187564637167.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,4.295.769.655.493,4.548.370.292.505,136.0,,4295769655493.0,4548370292505.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(20.068.215.500),(9.743.570.847),137.0,,-20068215500.0,-9743570847.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,6.627.355.351.266,8.154.605.622.433,140.0,,6627355351266.0,8154605622433.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,6.629.788.856.850,8.157.039.128.017,141.0,,6629788856850.0,8157039128017.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(2.433.505.584),(2.433.505.584),149.0,,-2433505584.0,-2433505584.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,284.439.795.796,206.347.801.087,150.0,,284439795796.0,206347801087.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,181.225.726.104,169.357.579.307,151.0,,181225726104.0,169357579307.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,72.889.639.416,11.927.548.066,152.0,,72889639416.0,11927548066.0
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.18,30.324.430.276,25.062.673.714,153.0,,30324430276.0,25062673714.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.323.273.976.511,2.553.566.187.167,200.0,,2323273976511.0,2553566187167.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,165.674.440.999,949.950.067.335,210.0,,165674440999.0,949950067335.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,V.5,85.600.000.000,171.200.000.000,215.0,,85600000000.0,171200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.6,80.074.440.999,778.750.067.335,216.0,,80074440999.0,778750067335.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.282.232.267.084,842.135.290.652,220.0,,1282232267084.0,842135290652.0
