row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,1.196.022.283.504,755.842.341.280,221.0,,1196022283504.0,755842341280.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.645.043.356.197,1.159.827.214.822,222.0,,1645043356197.0,1159827214822.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(449.021.072.693),(403.984.873.542),223.0,,-449021072693.0,-403984873542.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,V.11,550.014.629,-,224.0,,550014629.0,
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,586.094.074,-,225.0,,586094074.0,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,(36.079.445),-,226.0,,-36079445.0,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,V.13,85.659.968.951,86.292.949.372,227.0,,85659968951.0,86292949372.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,89.835.419.884,89.775.726.215,228.0,,89835419884.0,89775726215.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(4.175.450.933),(3.482.776.843),229.0,,-4175450933.0,-3482776843.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.12,151.211.632.289,158.666.666.367,230.0,,151211632289.0,158666666367.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,207.034.722.790,208.549.462.773,231.0,,207034722790.0,208549462773.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(55.823.090.501),(49.882.796.406),232.0,,-55823090501.0,-49882796406.0
