row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Short-term trade receivables,Short-term trade receivables,Short-term trade receivables,"405,959,287,297","407,878,493,297",,
Southern Development And Investment Joint Stock Company,Southern Development And Investment Joint Stock Company,Southern Development And Investment Joint Stock Company,"399,661,923,851","401,461,923,851",,
D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,"6,191,469,446","6,191,469,446",,
DICERA Holdings Joint Stock Company,DICERA Holdings Joint Stock Company,DICERA Holdings Joint Stock Company,"89,894,000","214,000,000",,
Development Investment Construction - Concrete Joint Stock Company,Development Investment Construction - Concrete Joint Stock Company,Development Investment Construction - Concrete Joint Stock Company,"16,000,000","11,100,000",,
