row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,"(2,022,245,217,584)","(1,323,419,701,791)",,
Early redemption of common bonds,Early redemption of common bonds,Early redemption of common bonds,"(800,000,000,000)","(900,000,000,000)",,
Total,Total,Total,"(2,822,245,217,584)","(2,223,419,701,791)",,
