row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
LMP Investment and Trading Joint Stock Company Others (i),LMP Investment and Trading Joint Stock Company Others (i),LMP Investment and Trading Joint Stock Company Others (i),-,"3,847,638,707",,
LMP Investment and Trading Joint Stock Company Others (i),LMP Investment and Trading Joint Stock Company Others (i),LMP Investment and Trading Joint Stock Company Others (i),"32,235,318,190","25,542,795,762",,
Total,Total,Total,"32,235,318,190","29,390,434,469",,
