row_label_raw,row_label_full,Beginning of year,Beginning of year_1,Beginning of year_2,numeric__Beginning of year_1,numeric__Beginning of year_2
%,%,%,Original cost VND,Provision VND,,
0.1,0.1,0.1,"1,610,000,000734,249,112","- (64,963,380)",,
,,,"2,344,249,112","(64,963,380)",,
