row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Ceramic factory,Ceramic factory,Ceramic factory,"47,391,094,628","47,391,094,628",,
Others,Others,Others,"79,831,036,929","49,253,544,884",,
Total,Total,Total,"127,222,131,557","96,644,639,512",,
