row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Brokerage and advertising expenses,Brokerage and advertising expenses,Brokerage and advertising expenses,"41,924,672,499","23,005,958,980",,
Salary expenses,Salary expenses,Salary expenses,"12,610,144,200","10,396,508,710",,
Expenses for external services,Expenses for external services,Expenses for external services,"916,973,755","868,665,755",,
Other expenses,Other expenses,Other expenses,"10,052,052,735","9,344,876,467",,
Total,Total,Total,"65,503,843,189","43,616,009,912",,
