row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị ghi số VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị ghi số VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,251.000.000.000,251.000.000.000,895.900.000.000,895.900.000.000,251000000000.0,251000000000.0,895900000000.0,895900000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),251.000.000.000,251.000.000.000,895.900.000.000,895.900.000.000,251000000000.0,251000000000.0,895900000000.0,895900000000.0
Dài hạn,Dài hạn,Dài hạn,9.000.000.000,9.000.000.000,30.000.000.000,30.000.000.000,9000000000.0,9000000000.0,30000000000.0,30000000000.0
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),9.000.000.000,9.000.000.000,30.000.000.000,30.000.000.000,9000000000.0,9000000000.0,30000000000.0,30000000000.0
Cộng,Cộng,Cộng,260.000.000.000,260.000.000.000,925.900.000.000,925.900.000.000,260000000000.0,260000000000.0,925900000000.0,925900000000.0
