row_label_raw,row_label_full,End of year,End of year_1,End of year_2,numeric__End of year_1,numeric__End of year_2
%,%,%,Original cost VND,Provision VND,,
0.1,0.1,0.1,"1,610,000,000734,249,112","- (64,963,380)",,
,,,"2,344,249,112","(64,963,380)",,
