row_label_raw,row_label_full,Item,Code,Current year,Previous year,numeric__Code,numeric__Current year,numeric__Previous year
Net cash flows within the period,Net cash flows within the period,Net cash flows within the period,50,"2,494,010,282,921","(1,522,148,005,193)",50.0,,
Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,60,"785,165,517,804","2,307,305,744,085",60.0,,
Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,61,"2,666,544","7,778,912",61.0,,
Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,70,"3,279,178,467,269","785,165,517,804",70.0,,
