row_label_raw,row_label_full,col_0,D.I.C Real Estate Joint Stock Company,Development Investment Construction - Concrete Joint Stock Company,DICERA Holdings Joint Stock Company,Southern Development And Investment Joint Stock Company,Total,numeric__D.I.C Real Estate Joint Stock Company,numeric__Development Investment Construction - Concrete Joint Stock Company,numeric__DICERA Holdings Joint Stock Company,numeric__Southern Development And Investment Joint Stock Company,numeric__Total
Original cost,Original cost,Original cost,Original cost,Original cost,Original cost,Original cost,Original cost,,,,,
Beginning of year,Beginning of year,Beginning of year,"19,938,000,000","30,582,504,000","171,602,184,500","225,400,000,000","447,522,688,500",,,,,
Increase in the year,Increase in the year,Increase in the year,-,-,"103,627,370,000",-,"103,627,370,000",,,,,
Liquidation in the year,Liquidation in the year,Liquidation in the year,-,-,"(71,561,173,273)",-,"(71,561,173,273)",,,,,
End of year,End of year,End of year,"19,938,000,000","30,582,504,000","203,668,381,227","225,400,000,000","479,588,885,227",,,,,
Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,Accumulated profit after investment,,,,,
Beginning of year,Beginning of year,Beginning of year,"43,906,532,031","16,252,100,975","14,155,934,653","(225,400,000,000)","(151,085,432,341)",,,,,
Shared (loss)/profit,Shared (loss)/profit,Shared (loss)/profit,"8,008,161,276","1,753,727,140","1,686,080,555",-,"11,447,968,971",,,,,
Dividends,Dividends,Dividends,-,"(1,354,493,500)","(10,362,737,000)",-,"(11,717,230,500)",,,,,
End of year,End of year,End of year,-,-,"(3,843,997,332)",-,"(3,843,997,332)",,,,,
Beginning of year,Beginning of year,Beginning of year,"51,914,693,307","16,651,334,615","1,635,280,876","(225,400,000,000)","(155,198,691,202)",,,,,
Net carrying amount,Net carrying amount,Net carrying amount,Net carrying amount,Net carrying amount,Net carrying amount,Net carrying amount,Net carrying amount,,,,,
Beginning of year,Beginning of year,Beginning of year,"63,844,532,031","46,834,604,975","185,758,119,153",-,"296,437,256,159",,,,,
End of year,End of year,End of year,"71,852,693,307","47,233,838,615","205,303,662,103",-,"324,390,194,025",,,,,
