row_label_raw,row_label_full,Southgate,Công ty liên doanh,Thu nhập cổ tức,97.107.260.274,col_4,numeric__Công ty liên doanh,numeric__Thu nhập cổ tức,numeric__97.107.260.274,numeric__col_4
Mizuki,Mizuki,Mizuki,Công ty liên doanh,Thu nhập cổ tức,51.989.041.096,,,,51989041096.0,
Nam Phan,Nam Phan,Nam Phan,Công ty con,Thu hồi vốn góp HĐHTKD,1.920.000.000,2.460.000.000,,,1920000000.0,2460000000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Thu nhập cổ tức,-,18.129.120.000,,,,18129120000.0
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Phải thu khác,4.156.629.053,3.193.740.164,,,4156629053.0,3193740164.0
,,,,,155.172.930.423,23.782.860.164,,,155172930423.0,23782860164.0
