row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Paragon,Phải thu về cho vay ngắn hạn > Paragon,Paragon,Công ty con,Cho vay,58.500.000.000,-,,,58500000000.0,
Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),Phải trả người bán ngắn hạn (TM số 15),,,,
Nam Long VCD,Phải trả người bán ngắn hạn (TM số 15) > Nam Long VCD,Nam Long VCD,Công ty con,Phí dịch vụ tư vấn quản lý,42.736.254.920,27.738.276.157,,,42736254920.0,27738276157.0
Nam Long ADC,Phải trả người bán ngắn hạn (TM số 15) > Nam Long ADC,Nam Long ADC,Công ty con,Phí dịch vụ tư vấn quản lý,34.137.207.853,30.561.534.839,,,34137207853.0,30561534839.0
Nam Khang,Phải trả người bán ngắn hạn (TM số 15) > Nam Khang,Nam Khang,Công ty con,Phí dịch vụ xây dựng,33.550.388.912,77.345.075.066,,,33550388912.0,77345075066.0
Nam Long CMI,Phải trả người bán ngắn hạn (TM số 15) > Nam Long CMI,Nam Long CMI,Công ty con,Phí dịch vụ tư vấn quản lý,9.580.950.500,-,,,9580950500.0,
Các công ty khác,Phải trả người bán ngắn hạn (TM số 15) > Các công ty khác,Các công ty khác,Công ty con,Phí dịch vụ tư vấn quản lý,4.585.129.510,1.733.882.082,,,4585129510.0,1733882082.0
,,,,,124.589.931.695,137.378.768.144,,,124589931695.0,137378768144.0
Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),Khách hàng tạm ứng trước (TM số 16),,,,
NLG – NNR – HR Fuji,Khách hàng tạm ứng trước (TM số 16) > NLG – NNR – HR Fuji,NLG – NNR – HR Fuji,Công ty con,Ứng trước mua dự án Akari,1.450.000.000.000,1.100.000.000.000,,,1450000000000.0,1100000000000.0
Nam Long VCD,Khách hàng tạm ứng trước (TM số 16) > Nam Long VCD,Nam Long VCD,Công ty con,Dịch vụ tổng thầu,-,44.222.200.000,,,,44222200000.0
,,,,,1.450.000.000.000,1.144.222.200.000,,,1450000000000.0,1144222200000.0
Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),Phải trả ngắn hạn khác (TM số 19),,,,
Nam Long ADC,Phải trả ngắn hạn khác (TM số 19) > Nam Long ADC,Nam Long ADC,Công ty con,Nhận góp vốn HĐHTKD - Dự án Ehome,56.993.724.484,56.993.724.484,,,56993724484.0,56993724484.0
Nam Long ADC,Phải trả ngắn hạn khác (TM số 19) > Nam Long ADC,Nam Long ADC,Công ty con,Chia lợi nhuận - Dự án Ehome,46.734.750.400,38.320.610.400,,,46734750400.0,38320610400.0
Nam Phan,Phải trả ngắn hạn khác (TM số 19) > Nam Phan,Nam Phan,Công ty con,Khác,138.678.918,138.678.918,,,138678918.0,138678918.0
,,,,,103.867.153.802,95.453.013.802,,,103867153802.0,95453013802.0
