row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),Khoản vốn nhận từ nhà đầu tư vào HĐHTKD (*),56.993.724.484,302.492.290.225,56993724484.0,302492290225.0
Phải trả lợi nhuận HĐHTKD,Phải trả lợi nhuận HĐHTKD,Phải trả lợi nhuận HĐHTKD,46.734.750.400,38.320.608.750,46734750400.0,38320608750.0
Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,Khoản phải trả kinh phí bảo trì duy tu bảo dưỡng,26.802.976.460,26.789.894.430,26802976460.0,26789894430.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,14.299.334.995,13.580.321.054,14299334995.0,13580321054.0
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,1.104.634.000,983.634.000,1104634000.0,983634000.0
Phải trả tiền mượn từ cá nhân,Phải trả tiền mượn từ cá nhân,Phải trả tiền mượn từ cá nhân,1.080.000.000,1.620.000.000,1080000000.0,1620000000.0
Nhận đặt cọc chuyển nhượng cổ phần,Nhận đặt cọc chuyển nhượng cổ phần,Nhận đặt cọc chuyển nhượng cổ phần,-,100.000.000.000,,100000000000.0
Khác,Khác,Khác,13.186.819.364,17.100.692.575,13186819364.0,17100692575.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,160.202.239.703,500.887.441.034,160202239703.0,500887441034.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên liên quan (TM số 29),Trong đó: > Phải trả bên liên quan (TM số 29),Phải trả bên liên quan (TM số 29),103.867.153.802,95.453.013.802,103867153802.0,95453013802.0
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,56.335.085.901,405.434.427.232,56335085901.0,405434427232.0
