row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phí bảo lãnh,Ngắn hạn > Phí bảo lãnh,Phí bảo lãnh,2.812.563.878,222.000.000,2812563878.0,222000000.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",113.120.906,86.849.998,113120906.0,86849998.0
,,,2.925.684.784,308.849.998,2925684784.0,308849998.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công cụ dụng cụ,Dài hạn > Công cụ dụng cụ,Công cụ dụng cụ,10.939.474.479,6.622.333.841,10939474479.0,6622333841.0
Hoa hồng môi giới,Dài hạn > Hoa hồng môi giới,Hoa hồng môi giới,449.667.233,1.323.914.770,449667233.0,1323914770.0
Chi phí chờ phân bổ khác,Dài hạn > Chi phí chờ phân bổ khác,Chi phí chờ phân bổ khác,88.690.656.203,5.554.017.440,88690656203.0,5554017440.0
,,,100.079.797.915,13.500.266.051,100079797915.0,13500266051.0
TỔNG CỔNG,Dài hạn > TỔNG CỔNG,TỔNG CỔNG,103.005.482.699,13.809.116.049,103005482699.0,13809116049.0
