row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),Vay ngắn hạn (TM số 20),,,,
Nam Phan,Vay ngắn hạn (TM số 20) > Nam Phan,Nam Phan,Công ty con,Vay,289.426.165.000,-,,,289426165000.0,
Nguyên Sơn,Vay ngắn hạn (TM số 20) > Nguyên Sơn,Nguyên Sơn,Công ty con,Vay,197.268.439.348,-,,,197268439348.0,
Nam Long ADC,Vay ngắn hạn (TM số 20) > Nam Long ADC,Nam Long ADC,Công ty con,Vay,154.000.000.000,153.000.000.000,,,154000000000.0,153000000000.0
Nam Long VCD,Vay ngắn hạn (TM số 20) > Nam Long VCD,Nam Long VCD,Công ty con,Vay,74.000.000.000,130.000.000.000,,,74000000000.0,130000000000.0
Nam Long - Hồng Phát,Vay ngắn hạn (TM số 20) > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Vay,57.114.550.326,60.013.883.659,,,57114550326.0,60013883659.0
Nam Khang,Vay ngắn hạn (TM số 20) > Nam Khang,Nam Khang,Công ty con,Vay,40.000.000.000,40.000.000.000,,,40000000000.0,40000000000.0
Paragon,Vay ngắn hạn (TM số 20) > Paragon,Paragon,Công ty con,Vay,-,27.000.000.000,,,,27000000000.0
Vận tải Nam Long,Vay ngắn hạn (TM số 20) > Vận tải Nam Long,Vận tải Nam Long,Công ty con,Vay,15.000.000.000,-,,,15000000000.0,
,,,,,826.809.154.674,410.013.883.659,,,826809154674.0,410013883659.0
Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),Chi phí phải trả ngắn hạn (TM số 18),,,,
Nam Phan,Chi phí phải trả ngắn hạn (TM số 18) > Nam Phan,Nam Phan,Công ty con,Lãi vay,103.900.615.092,86.104.785.694,,,103900615092.0,86104785694.0
Nguyên Sơn,Chi phí phải trả ngắn hạn (TM số 18) > Nguyên Sơn,Nguyên Sơn,Công ty con,Lãi vay,42.694.476.696,72.648.370.336,,,42694476696.0,72648370336.0
Nam Long ADC,Chi phí phải trả ngắn hạn (TM số 18) > Nam Long ADC,Nam Long ADC,Công ty con,Lãi vay,14.651.999.000,7.310.667.000,,,14651999000.0,7310667000.0
Nam Long – Hồng Phát,Chi phí phải trả ngắn hạn (TM số 18) > Nam Long – Hồng Phát,Nam Long – Hồng Phát,Công ty con,Lãi vay,10.098.015.180,6.456.135.777,,,10098015180.0,6456135777.0
Nam Long VCD,Chi phí phải trả ngắn hạn (TM số 18) > Nam Long VCD,Nam Long VCD,Công ty con,Lãi vay,10.697.833.334,4.316.666.666,,,10697833334.0,4316666666.0
Nam Khang,Chi phí phải trả ngắn hạn (TM số 18) > Nam Khang,Nam Khang,Công ty con,Lãi vay,916.111.111,993.333.333,,,916111111.0,993333333.0
Vận tải Nam Long,Chi phí phải trả ngắn hạn (TM số 18) > Vận tải Nam Long,Vận tải Nam Long,Công ty con,Lãi vay,512.500.000,-,,,512500000.0,
Paragon,Chi phí phải trả ngắn hạn (TM số 18) > Paragon,Paragon,Công ty con,Lãi vay,-,2.135.342.466,,,,2135342466.0
,,,,,183.471.550.413,179.965.301.272,,,183471550413.0,179965301272.0
