row_label_raw,row_label_full,col_0,col_1,01/01/2016 > Giá trị,01/01/2016 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2016 > Giá trị,31/12/2016 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),- Vay ngắn hạn,63.061.128.705,63.061.128.705,710.892.730.230,651.393.073.942,122.560.784.993,122.560.784.993,,63061128705.0,63061128705.0,710892730230.0,651393073942.0,122560784993.0,122560784993.0
a),a) > a),a),- Vay và nợ dài hạn đến hạn trả,-,-,12.195.918.372,-,12.195.918.372,12.195.918.372,,,,12195918372.0,,12195918372.0,12195918372.0
a),a) > a),a),,63.061.128.705,63.061.128.705,723.088.648.602,651.393.073.942,134.756.703.365,134.756.703.365,,63061128705.0,63061128705.0,723088648602.0,651393073942.0,134756703365.0,134756703365.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),- Vay dài hạn,461.458.658.203,461.458.658.203,549.842.914.274,17.956.867.995,993.344.704.482,993.344.704.482,,461458658203.0,461458658203.0,549842914274.0,17956867995.0,993344704482.0,993344704482.0
b),b) > b),b),,461.458.658.203,461.458.658.203,549.842.914.274,17.956.867.995,993.344.704.482,993.344.704.482,,461458658203.0,461458658203.0,549842914274.0,17956867995.0,993344704482.0,993344704482.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,-,-,(12.195.918.372),-,(12.195.918.372),(12.195.918.372),,,,-12195918372.0,,-12195918372.0,-12195918372.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,461.458.658.203,461.458.658.203,,,981.148.786.110,981.148.786.110,,461458658203.0,461458658203.0,,,981148786110.0,981148786110.0
