row_label_raw,row_label_full,200,B. TÀI SẢN DÀI HẠN,col_2,2.483.821.512.836,1.142.704.591.594,numeric__B. TÀI SẢN DÀI HẠN,numeric__col_2,numeric__2.483.821.512.836,numeric__1.142.704.591.594
210,210,210,I. Các khoản phải thu dài hạn,,86.326.790.483,78.524.490.483,,,86326790483.0,78524490483.0
216,216,216,1. Phải thu dài hạn khác,7,86.326.790.483,78.524.490.483,,7.0,86326790483.0,78524490483.0
220,220,220,II. Tài sản cố định,,919.782.491.239,96.558.329.235,,,919782491239.0,96558329235.0
221,221,221,1. Tài sản cố định hữu hình,10,918.674.421.239,95.249.931.344,,10.0,918674421239.0,95249931344.0
222,222,222,- Nguyên giá,,1.130.115.815.900,278.991.455.279,,,1130115815900.0,278991455279.0
223,223,223,- Giá trị hao mòn luỹ kế,,(211.441.394.661),(183.741.523.935),,,-211441394661.0,-183741523935.0
227,227,227,2. Tài sản cố định vô hình,11,1.108.070.000,1.308.397.891,,11.0,1108070000.0,1308397891.0
228,228,228,- Nguyên giá,,1.387.356.000,10.913.551.854,,,1387356000.0,10913551854.0
229,229,229,- Giá trị hao mòn luỹ kế,,(279.286.000),(9.605.153.963),,,-279286000.0,-9605153963.0
230,230,230,III. Bất động sản đầu tư,12,107.357.648.931,87.716.760.734,,12.0,107357648931.0,87716760734.0
231,231,231,- Nguyên giá,,120.617.951.458,96.348.430.488,,,120617951458.0,96348430488.0
232,232,232,- Giá trị hao mòn luỹ kế,,(13.260.302.527),(8.631.669.754),,,-13260302527.0,-8631669754.0
240,240,240,IV. Tài sản dở dang dài hạn,9,1.191.007.191.434,706.079.167.172,,9.0,1191007191434.0,706079167172.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,1.191.007.191.434,706.079.167.172,,,1191007191434.0,706079167172.0
250,250,250,V. Đầu tư tài chính dài hạn,4,85.425.202.195,154.966.539.744,,4.0,85425202195.0,154966539744.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,80.603.432.195,150.144.769.744,,,80603432195.0,150144769744.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,4.821.770.000,4.821.770.000,,,4821770000.0,4821770000.0
260,260,260,VI. Tài sản dài hạn khác,,93.922.188.554,18.859.304.226,,,93922188554.0,18859304226.0
261,261,261,1. Chi phí trả trước dài hạn,13,11.795.093.661,13.047.296.827,,13.0,11795093661.0,13047296827.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,31.a,692.682.882,5.812.007.399,,,692682882.0,5812007399.0
269,269,269,3. Lợi thế thương mại,,81.434.412.011,-,,,81434412011.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,4.529.551.007.174,3.263.477.729.536,,,4529551007174.0,3263477729536.0
