row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2016,Giá trị sổ kế toán > 01/01/2016,numeric__Giá trị sổ kế toán > 31/12/2016,numeric__Giá trị sổ kế toán > 01/01/2016
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,1.115.905.489.475,524.519.786.908,1115905489475.0,524519786908.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",857.019.465.732,482.750.982.844,857019465732.0,482750982844.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,57.815.523.326,84.271.733.872,57815523326.0,84271733872.0
,,,2.030.740.478.533,1.091.542.503.624,2030740478533.0,1091542503624.0
