row_label_raw,row_label_full,col_0,col_1,31/12/2016 > Giá trịVND,31/12/2016 > Dự phòngVND,01/01/2016 > Giá trịVND,01/01/2016 > Dự phòngVND,numeric__col_1,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Dự phòngVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),"Phải thu về lãi tiền gửi, tiền cho vay",75.555.556,-,175.250.000,-,,75555556.0,,175250000.0,
a),a) > a),a),Tạm ứng,32.071.033.916,-,32.500.460.901,-,,32071033916.0,,32500460901.0,
a),a) > a),a),"Ký cược, ký quỹ",52.400.000,-,284.788.227,-,,52400000.0,,284788227.0,
a),a) > a),a),Phải thu BHXH của CBNV,885.542.836,-,396.450.041,-,,885542836.0,,396450041.0,
a),a) > a),a),"Phải thu tạm ứng các đội, ban chi huy công trình",2.291.697.689,-,258.601.715,-,,2291697689.0,,258601715.0,
a),a) > a),a),Phải thu về tiền tạm ứng chỉ đến bù,10.585.052.684,-,6.892.013.254,-,,10585052684.0,,6892013254.0,
a),a) > a),a),Phải thu khác,24.814.336.923,(2.570.187.890),8.001.072.608,(2.570.187.890),,24814336923.0,-2570187890.0,8001072608.0,-2570187890.0
a),a) > a),a),Phải thu khác,70.775.619.604,(2.570.187.890),48.508.636.746,(2.570.187.890),,70775619604.0,-2570187890.0,48508636746.0,-2570187890.0
b),b),b),Dài hạn,,,,-,,,,,
b),b) > b),b),"Ký cược, ký quỹ",8.462.873.500,-,660.573.500,-,,8462873500.0,,660573500.0,
b),b) > b),b),Phải thu khác (*),77.863.916.983,-,77.863.916.983,-,,77863916983.0,,77863916983.0,
b),b) > b),b),,86.326.790.483,-,78.524.490.483,-,,86326790483.0,,78524490483.0,
