row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,,VND,VND,,,
Doanh thu,Doanh thu,Doanh thu,,17.611.879.242,25.614.212.300,,17611879242.0,25614212300.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,17.611.879.242,25.614.212.300,,17611879242.0,25614212300.0
Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,,,
,,,Mối quan hệ,31/12/2016,01/01/2016,,,
,,,,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Số dư tại ngày kết thúc năm tài chính: > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,5.637.410.501,7.269.053.000,,5637410501.0,7269053000.0
Công ty Cổ phần Gang thép Cao Bằng,Số dư tại ngày kết thúc năm tài chính: > Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,5.637.410.501,7.269.053.000,,5637410501.0,7269053000.0
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,
,,,,Năm 2016,Năm 2015,,,
,,,,VND,VND,,,
Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,,5.935.725.800,5.523.538.310,,5935725800.0,5523538310.0
