row_label_raw,row_label_full,b) Đầu tư góp vốn vào đơn vị khác,31/12/2016 > VND,01/01/2016 > VND,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,80.603.432.195,150.144.769.744,80603432195.0,150144769744.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,52.387.432.195,113.344.769.744,52387432195.0,113344769744.0
Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,28.216.000.000,36.800.000.000,28216000000.0,36800000000.0
Đầu tư vào các đơn vị khác,Đầu tư vào các đơn vị khác,Đầu tư vào các đơn vị khác,4.821.770.000,4.821.770.000,4821770000.0,4821770000.0
Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,4.000.000.000,4.000.000.000,4000000000.0,4000000000.0
Ngân hàng BIDV,Ngân hàng BIDV,Ngân hàng BIDV,821.770.000,821.770.000,821770000.0,821770000.0
,,,85.425.202.195,154.966.539.744,85425202195.0,154966539744.0
