row_label_raw,row_label_full,col_0,col_1,31/12/2016,01/01/2016,numeric__col_1,numeric__31/12/2016,numeric__01/01/2016
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),Công cụ dụng cụ xuất dùng,1.354.460.702,1.848.740.484,,1354460702.0,1848740484.0
a),a) > a),a),Chi phí sửa chữa TSCĐ,-,647.881.177,,,647881177.0
a),a) > a),a),Chi phí trả trước ngắn hạn khác,2.311.729.368,90.354.112,,2311729368.0,90354112.0
a),a) > a),a),,3.666.190.070,2.586.975.773,,3666190070.0,2586975773.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),Công cụ dụng cụ xuất dùng,7.086.968.690,6.238.887.477,,7086968690.0,6238887477.0
b),b) > b),b),Chi phí sửa chữa tài sản cố định,2.196.501.678,2.685.543.798,,2196501678.0,2685543798.0
b),b) > b),b),Thuế đất trả trước nhiều năm,203.602.081,259.799.053,,203602081.0,259799053.0
b),b) > b),b),"Thuế nhà, nhà xưởng chờ phân bổ",-,174.904.995,,,174904995.0
b),b) > b),b),Chi phí trả trước dài hạn khác,2.308.021.212,3.688.161.504,,2308021212.0,3688161504.0
b),b) > b),b),,11.795.093.661,13.047.296.827,,11795093661.0,13047296827.0
