row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệbiểuquyết,Tỷ lệthực góp,numeric__Địa chỉ,numeric__Tỷ lệbiểuquyết,numeric__Tỷ lệthực góp
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Cao Bằng,"25,09%","25,09%",,0.2509,0.2509
Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"28,76%","28,76%",,0.2876,0.2876
