row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
"Doanh thu bán hàng hóa, vật tư","Doanh thu bán hàng hóa, vật tư","Doanh thu bán hàng hóa, vật tư",131.285.793.455,61.398.069.246,131285793455.0,61398069246.0
Doanh thu hoạt động sản xuất công nghiệp,Doanh thu hoạt động sản xuất công nghiệp,Doanh thu hoạt động sản xuất công nghiệp,517.103.093.250,658.663.984.955,517103093250.0,658663984955.0
Doanh thu hoạt động xây lắp,Doanh thu hoạt động xây lắp,Doanh thu hoạt động xây lắp,1.815.135.749.417,2.336.757.718.576,1815135749417.0,2336757718576.0
Doanh thu kinh doanh bất động sản đầu tư,Doanh thu kinh doanh bất động sản đầu tư,Doanh thu kinh doanh bất động sản đầu tư,8.850.690.473,7.212.035.098,8850690473.0,7212035098.0
Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,463.567.431.854,-,463567431854.0,
Doanh thu hoạt động thủy điện,Doanh thu hoạt động thủy điện,Doanh thu hoạt động thủy điện,8.975.967.624,-,8975967624.0,
Doanh khác,Doanh khác,Doanh khác,63.296.537.952,36.826.935.158,63296537952.0,36826935158.0
,,,3.008.215.264.025,3.100.858.743.033,3008215264025.0,3100858743033.0
Trong đó: Doanh thu đối với các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 38),Trong đó: Doanh thu đối với các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 38),Trong đó: Doanh thu đối với các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 38),17.611.879.242,25.614.212.300,17611879242.0,25614212300.0
