row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,Tại ngày 31/12/2016,,,,
Vay và nợ,Tại ngày 31/12/2016 > Vay và nợ,Vay và nợ,134.756.703.365,-,981.148.786.110,1.115.905.489.475,134756703365.0,,981148786110.0,1115905489475.0
"Phải trả ngườibán, phải trả khác","Tại ngày 31/12/2016 > Phải trả ngườibán, phải trả khác","Phải trả ngườibán, phải trả khác",856.740.860.191,278.605.541,-,857.019.465.732,856740860191.0,278605541.0,,857019465732.0
Chi phí phải trả,Tại ngày 31/12/2016 > Chi phí phải trả,Chi phí phải trả,57.815.523.326,-,-,57.815.523.326,57815523326.0,,,57815523326.0
,,,1.049.313.086.882,278.605.541,981.148.786.110,2.030.740.478.533,1049313086882.0,278605541.0,981148786110.0,2030740478533.0
Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,,,,
Vay và nợ,Tại ngày 01/01/2016 > Vay và nợ,Vay và nợ,63.061.128.705,-,461.458.658.203,524.519.786.908,63061128705.0,,461458658203.0,524519786908.0
"Phải trả ngườibán, phải trả khác","Tại ngày 01/01/2016 > Phải trả ngườibán, phải trả khác","Phải trả ngườibán, phải trả khác",482.508.999.923,241.982.921,-,482.750.982.844,482508999923.0,241982921.0,,482750982844.0
Chi phí phải trả,Tại ngày 01/01/2016 > Chi phí phải trả,Chi phí phải trả,84.271.733.872,-,-,84.271.733.872,84271733872.0,,,84271733872.0
,,,629.841.862.500,241.982.921,461.458.658.203,1.091.542.503.624,629841862500.0,241982921.0,461458658203.0,1091542503624.0
