row_label_raw,row_label_full,col_0,col_1,31/12/2016,01/01/2016,numeric__col_1,numeric__31/12/2016,numeric__01/01/2016
,,,,VND,VND,,,
a),a),a),Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,,
a),a) > a),a),- Ban QLDA các Công trình điện Miền Bắc,202.938.175.829,221.539.830.746,,202938175829.0,221539830746.0
a),a) > a),a),- Ban QLDA Lưới điện Hà Nội,43.683.289.274,-,,43683289274.0,
a),a) > a),a),- Ban QLDA Lưới điện,-,66.934.513.890,,,66934513890.0
a),a) > a),a),- Ban QLDA các Công trình Điện Miền Trung,27.429.830.610,27.300.649.416,,27429830610.0,27300649416.0
a),a) > a),a),- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,22.473.183.870,29.736.178.870,,22473183870.0,29736178870.0
a),a) > a),a),- Các khoản phải thu khách hàng khác,502.066.325.658,319.636.468.830,,502066325658.0,319636468830.0
a),a) > a),a),,798.590.805.241,665.147.641.752,,798590805241.0,665147641752.0
b),a) > b),b),Phải thu khách hàng là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 38),17.611.879.242,7.269.053.000,,17611879242.0,7269053000.0
6,6,6,. TRẢ TRƯỚC CHO NGƯỜI BÁN NGẮN HẠN,,,,,
6,6,6,,31/12/2016,01/01/2016,,,
6,6,6,,VND,VND,,,
6,6,6,Trả trước cho người bán có số dư lớn,,,,,
6,6 > 6,6,Dongfang Electric International Coroporation,43.213.882.946,16.058.767.356,,43213882946.0,16058767356.0
6,6 > 6,6,Công ty Máy và Thiết bị Công nghiệp (MIE),923.585.971,5.733.733.700,,923585971.0,5733733700.0
6,6 > 6,6,Tổng Công ty Khoáng sản TVK - CTCP,2.562.823.802,-,,2562823802.0,
6,6 > 6,6,Công ty Cổ phần Kỹ thuật Công nghiệp Á Châu(ACIT),8.155.265.547,-,,8155265547.0,
6,6 > 6,6,Các khoản trả trước cho người bán khác,124.821.734.896,232.205.152.474,,124821734896.0,232205152474.0
6,6 > 6,6,,179.677.293.162,253.997.653.530,,179677293162.0,253997653530.0
