row_label_raw,row_label_full,STT,"(Mã) Ngành nghề đăng ký đầu tư, kinh doanh","numeric__(Mã) Ngành nghề đăng ký đầu tư, kinh doanh"
1,1,1,(Mã ngành 6419): Hoạt động trung gian tiền tệ khác. Chi tiết: Đại lý đối ngoại tệ,
2,2,2,(Mã ngành 5229): Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải. Chi tiết: Đại lý bán vé máy bay (Không hoạt động tại trụ sở chính),
3,3,3,"(Mã ngành 3512): Truyền tải và phân phối điện. Chi tiết: Dịch vụ và kinh doanh điện năng; Chi tiết: Phân phối điện năng lượng mặt trời (Trừ truyền tải, điều độ hệ thống điện quốc gia; Xây dựng và vận hành thủy điện đa mục tiêu và điện hạt nhân có ý nghĩa đặc biệt quan trọng về kinh tế - xã hội)",
4,4,4,"(Mã ngành 8610): Hoạt động của các bệnh viện, trạm y tế. Chi tiết: Hoạt động các bệnh viện (không hoạt động tại trụ sở chính mà chỉ hoạt động tại chi nhánh)",
5,5,5,"(Mã ngành 4649): Bán buôn đồ dùng khác cho gia đình. Chi tiết: Mua bán thiết bị điều hòa nhiệt độ, thiết bị vệ sinh (lò suời kim loại, hệ thống suời bằng nước nóng, nước lạnh)",
6,6,6,"(Mã ngành 9610): Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao). Chi tiết: Dịch vụ massage (không hoạt động tại trụ sở chính)",
7,7,7,(Mã ngành 9639): Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào dấu. Chi tiết: Dịch vụ spa (không hoạt động tại trụ sở chính),
8,8,8,"(Mã ngành 4669): Bán buôn chuyên doanh khác chưa được phân vào dấu. Chi tiết: Mua bán quả lưu niệm cho khách du lịch (không hoạt động tại trụ sở chính) (Trừ việc thực hiện quyền xuất khẩu, quyền nhập khẩu, quyền phân phối đối với các hàng hóa thuộc danh mục hàng hóa nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài không được quyền xuất khẩu, quyền nhập khẩu, quyền phân phối: Thuốc lá và xì gà, sách, báo và tạp chí, vật phẩm đã ghi hình, kim loại quý và đá quý, được phẩm, thuốc nổ, dấu thô và dấu đã qua chế biến, gạo, đường mía và đường cù cải).",
