row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,2.636.417.329.033,2.761.806.385.436,,,2636417329033.0,2761806385436.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,9.991.738.203,395.969.409,,,9991738203.0,395969409.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,2.626.425.590.830,2.761.410.416.027,,,2626425590830.0,2761410416027.0
11,11,11,4. Giá vốn hàng bán,VI.03,2.188.072.641.974,2.285.119.088.801,,,2188072641974.0,2285119088801.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,438.352.948.856,476.291.327.226,,,438352948856.0,476291327226.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,285.562.009.121,213.398.885.758,,,285562009121.0,213398885758.0
22,22,22,7. Chi phí tài chính,VI.05,408.131.761.451,338.946.081.001,,,408131761451.0,338946081001.0
23,23,23,Trong đó: Chi phí lãi vay,,335.471.231.637,333.151.486.395,,,335471231637.0,333151486395.0
25,25,25,8. Chi phí bán hàng,VI.06,16.749.999.532,15.632.575.499,,,16749999532.0,15632575499.0
26,26,26,9. Chi phí quản lý doanh nghiệp,VI.06,144.071.806.197,116.760.629.307,,,144071806197.0,116760629307.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,154.961.390.797,218.350.927.177,,,154961390797.0,218350927177.0
31,31,31,11. Thu nhập khác,VI.07,1.285.413.685,2.401.123.931,,,1285413685.0,2401123931.0
32,32,32,12. Chi phí khác,VI.08,48.893.163.557,24.012.931.949,,,48893163557.0,24012931949.0
40,40,40,13. Lợi nhuận khác,,(47.607.749.872),(21.611.808.018),,,-47607749872.0,-21611808018.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,107.353.640.925,196.739.119.159,,,107353640925.0,196739119159.0
51,51,51,15. Chi phí thuế TNDN hiện hành,VI.10,6.669.330.754,6.408.882.511,,,6669330754.0,6408882511.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,100.684.310.171,190.330.236.648,,,100684310171.0,190330236648.0
