row_label_raw,row_label_full,21.5. Các quỹ của công ty:,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,110.099.684.648,110.099.684.648,110099684648.0,110099684648.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,4.971.647.795,4.971.647.795,4971647795.0,4971647795.0
