row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia (Công ty con),,,
,,,1. Bán hàng trong năm,6.327.162.369,903.924.069,,6327162369.0,903924069.0
,,,- Bán thiết bị,50.895.702,,,50895702.0,
,,,- Thuê đất,206.666.667,661.666.667,,206666667.0,661666667.0
,,,- Xây dựng công trình,6.069.600.000,,,6069600000.0,
,,,"- Nhà hàng, khách sạn",,242.257.402,,,242257402.0
,,,2. Mua hàng trong năm,43.279.061.200,48.103.320.000,,43279061200.0,48103320000.0
,,,- Cá tra Fillet đông lạnh,42.963.361.200,47.816.320.000,,42963361200.0,47816320000.0
,,,- Phí ủy thác xuất khẩu cá tra,315.700.000,287.000.000,,315700000.0,287000000.0
,,,3. Vay huy động,,978.000.000.000,,,978000000000.0
,,,- Vay huy động vốn,,885.500.000.000,,,885500000000.0
,,,- Phải trả tiền mượn tạm,,92.500.000.000,,,92500000000.0
,,,4. Chi tiền trong năm,,1.304.628.597.000,,,1304628597000.0
,,,- Lãi vay huy động,,42.428.597.000,,,42428597000.0
,,,- Trả tiền vay,,1.169.700.000.000,,,1169700000000.0
,,,- Trả tiền mượn tạm,,92.500.000.000,,,92500000000.0
,,,5. Các khoản khác,42.626.194.518,52.283.691.268,,42626194518.0,52283691268.0
,,,- Ủy thác xuất khẩu cá tra,42.626.194.518,51.127.390.700,,42626194518.0,51127390700.0
,,,- Thu hộ cước vận chuyển,,1.156.300.568,,,1156300568.0
