row_label_raw,row_label_full,Họ tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Tổng Thù lao Hội đồng quản trị,Tổng Thù lao Hội đồng quản trị,Tổng Thù lao Hội đồng quản trị,,960.000.000,874.615.000,,960000000.0,874615000.0
Lê Văn Thành,Lê Văn Thành,Lê Văn Thành,Chủ tịch,360.000.000,360.000.000,,360000000.0,360000000.0
Nguyễn Văn Hung,Nguyễn Văn Hung,Nguyễn Văn Hung,Phó chủ tịch,300.000.000,214.615.000,,300000000.0,214615000.0
Nguyễn Thị Hồng Loan,Nguyễn Thị Hồng Loan,Nguyễn Thị Hồng Loan,Thành viên,300.000.000,300.000.000,,300000000.0,300000000.0
Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,,6.573.138.000,5.972.600.000,,6573138000.0,5972600000.0
Lê Tuấn Anh,Lê Tuấn Anh,Lê Tuấn Anh,Tổng Giám Đốc,1.305.994.000,1.115.080.000,,1305994000.0,1115080000.0
Lê Văn Thành,Lê Văn Thành,Lê Văn Thành,Phó Tổng Giám Đốc,1.088.315.000,924.500.000,,1088315000.0,924500000.0
Lê Xuân Quế,Lê Xuân Quế,Lê Xuân Quế,Phó Tổng Giám Đốc,1.036.288.000,899.850.000,,1036288000.0,899850000.0
Trương Vĩnh Thành,Trương Vĩnh Thành,Trương Vĩnh Thành,Phó Tổng Giám Đốc,710.294.000,671.910.000,,710294000.0,671910000.0
Lê Thị Phượng,Lê Thị Phượng,Lê Thị Phượng,Phó Tổng Giám Đốc,711.194.000,672.710.000,,711194000.0,672710000.0
Lê Nguyễn Hoàng Anh Duy,Lê Nguyễn Hoàng Anh Duy,Lê Nguyễn Hoàng Anh Duy,Phó Tổng Giám Đốc,708.992.000,676.150.000,,708992000.0,676150000.0
Trương Công Khánh,Trương Công Khánh,Trương Công Khánh,Giám Đốc Tài Chính,567.924.000,568.300.000,,567924000.0,568300000.0
Ngô Thị Tổ Ngân,Ngô Thị Tổ Ngân,Ngô Thị Tổ Ngân,Kế Toán Trường,444.137.000,444.100.000,,444137000.0,444100000.0
