row_label_raw,row_label_full,Vào ngày 01/01/2024 > Lãi trong năm trước,3.365.267.520.000,45.056.200.000,102.099.684.648,4.971.647.795,609.976.566.174 > 190.330.236.648,4.127.371.618.617 > 190.330.236.648,numeric__3.365.267.520.000,numeric__45.056.200.000,numeric__102.099.684.648,numeric__4.971.647.795,numeric__609.976.566.174 > 190.330.236.648,numeric__4.127.371.618.617 > 190.330.236.648
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,,,8.000.000.000,,,8.000.000.000,,,8000000000.0,,,8000000000.0
Trích quỹ từ lợi nhuận,Trích quỹ từ lợi nhuận,Trích quỹ từ lợi nhuận,,,,,(10.000.000.000),(10.000.000.000),,,,,-10000000000.0,-10000000000.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,336.514.980.000,,,,(336.514.980.000),,336514980000.0,,,,-336514980000.0,
Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,3.701.782.500.000,45.056.200.000,110.099.684.648,4.971.647.795,453.791.822.822,4.315.701.855.265,3701782500000.0,45056200000.0,110099684648.0,4971647795.0,453791822822.0,4315701855265.0
