row_label_raw,row_label_full,col_0,31/12/2022VND'000,1/1/2022VND'000,numeric__31/12/2022VND'000,numeric__1/1/2022VND'000
Land compensation,Land compensation,Land compensation,"388,080,883","337,970,014",,
"Site clearance, relocation infrastructure and others","Site clearance, relocation infrastructure and others","Site clearance, relocation infrastructure and others","205,963,050","194,478,207",,
"Plant, machinery and equipment","Plant, machinery and equipment","Plant, machinery and equipment","1,152,691,994","477,823,887",,
Tailing dams,Tailing dams,Tailing dams,"168,661,925",-,,
Other assets,Other assets,Other assets,"166,429,031","147,212,080",,
,,,"2,081,826,883","1,157,484,188",,
