row_label_raw,row_label_full,col_0,Code,Note,31/12/2022 VND'000,1/1/2022 VND'000,numeric__Code,numeric__Note,numeric__31/12/2022 VND'000,numeric__1/1/2022 VND'000
Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"29,292,777,451","28,774,460,852",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"1,403,254,299","1,344,574,789",210.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,8,"1,403,254,299","1,344,574,789",216.0,8.0,,
Fixed assets,Fixed assets,Fixed assets,220,,"20,185,726,072","21,507,557,062",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,10,"16,864,317,888","17,916,829,652",221.0,10.0,,
Cost,Cost,Cost,222,,"29,389,675,393","29,323,337,078",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(12,525,357,505)","(11,406,507,426)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,,-,-,224.0,,,
Cost,Cost,Cost,225,,"67,300,000","67,300,000",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(67,300,000)","(67,300,000)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,11,"3,321,408,184","3,590,727,410",227.0,11.0,,
Cost,Cost,Cost,228,,"4,419,260,782","4,500,413,119",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(1,097,852,598)","(909,685,709)",229.0,,,
Investment property,Investment property,Investment property,230,12,"722,403,002","800,547,308",230.0,12.0,,
Cost,Cost,Cost,231,,"1,129,619,792","1,156,174,253",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(407,216,790)","(355,626,945)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"2,081,826,883","1,157,484,188",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,13,"2,081,826,883","1,157,484,188",242.0,13.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,6(b),"1,532,527,099","180,510,490",250.0,,,
"Investments in associates, joint ventures","Investments in associates, joint ventures","Investments in associates, joint ventures",252,,"190,164,060","180,510,490",252.0,,,
Equity investment in other entity,Equity investment in other entity,Equity investment in other entity,253,,"1,342,363,039",-,253.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"3,367,040,096","3,783,787,015",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,14,"3,346,160,818","3,486,983,142",261.0,14.0,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,20(a),"20,879,278","296,803,873",262.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"41,521,000,189","39,351,197,182",270.0,,,
