row_label_raw,row_label_full,col_0,31/12/2022VND’000,1/1/2022VND’000,numeric__31/12/2022VND’000,numeric__1/1/2022VND’000
Amounts due to Masan Group Corporation (“MSN”) – the ultimate parent company,Amounts due to Masan Group Corporation (“MSN”) – the ultimate parent company,Amounts due to Masan Group Corporation (“MSN”) – the ultimate parent company,Amounts due to Masan Group Corporation (“MSN”) – the ultimate parent company,Amounts due to Masan Group Corporation (“MSN”) – the ultimate parent company,,
Financial expenses (a),Financial expenses (a),Financial expenses (a),-,"9,781,016",,
Amounts due to Masan Horizon Corporation (“MH”) (formerly known as Masan Horizon Company Limited) – the immediate parent company,Amounts due to Masan Horizon Corporation (“MH”) (formerly known as Masan Horizon Company Limited) – the immediate parent company,Amounts due to Masan Horizon Corporation (“MH”) (formerly known as Masan Horizon Company Limited) – the immediate parent company,Amounts due to Masan Horizon Corporation (“MH”) (formerly known as Masan Horizon Company Limited) – the immediate parent company,Amounts due to Masan Horizon Corporation (“MH”) (formerly known as Masan Horizon Company Limited) – the immediate parent company,,
Non-trade (b),Non-trade (b),Non-trade (b),"2,511,785","2,511,785",,
Other payables to other parties,Other payables to other parties,Other payables to other parties,Other payables to other parties,Other payables to other parties,,
Usance LC payable at sight (UPAS LC) (c),Usance LC payable at sight (UPAS LC) (c),Usance LC payable at sight (UPAS LC) (c),"935,610,039","316,570,655",,
Other payables – short-term,Other payables – short-term,Other payables – short-term,"42,500,729","13,492,007",,
,,,"980,622,553","342,355,463",,
