row_label_raw,row_label_full,col_0,1/1/2022 > Giá trị ghi số và số có khả năng trả nợ > Nghìn VND,1/1/2022 > Tăng > Nghìn VND,Biến động trong năm > Thanh toán > Nghìn VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện > Nghìn VND,Biến động trong năm > Chênh lệch tỷ giá do chuyển đổi tiền tệ (Thuyết minh 2(c)) > Nghìn VND,31/12/2022,numeric__1/1/2022 > Giá trị ghi số và số có khả năng trả nợ > Nghìn VND,numeric__1/1/2022 > Tăng > Nghìn VND,numeric__Biến động trong năm > Thanh toán > Nghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện > Nghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá do chuyển đổi tiền tệ (Thuyết minh 2(c)) > Nghìn VND,numeric__31/12/2022
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.801.630.387,8.447.891.713,(6.441.091.614),(23.921.172),33.732.137,5.818.241.451,3801630387.0,8447891713.0,-6441091614.0,-23921172.0,33732137.0,5818241451.0
Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),998.462.786,7.288.771.170,(1.000.000.000),-,-,7.287.233.956,998462786.0,7288771170.0,-1000000000.0,,,7287233956.0
,,,4.800.093.173,15.736.662.883,(7.441.091.614),(23.921.172),33.732.137,13.105.475.407,4800093173.0,15736662883.0,-7441091614.0,-23921172.0,33732137.0,13105475407.0
