row_label_raw,row_label_full,col_0,Code,Note,2022 VND’000,2021 VND’000,numeric__Code,numeric__Note,numeric__2022 VND’000,numeric__2021 VND’000
Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),60,,"105,151,058","261,123,629",60.0,,,
Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,,,,
Shareholders of the Company,Net profit attributable to: > Shareholders of the Company,Shareholders of the Company,61,,"69,024,617","195,611,320",61.0,,,
Non-controlling interest,Net profit attributable to: > Non-controlling interest,Non-controlling interest,62,,"36,126,441","65,512,309",62.0,,,
,,,,,VND,VND,,,,
Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,,,,
Basic earnings per share,Earnings per share > Basic earnings per share,Basic earnings per share,70,33,63,178,70.0,33.0,63.0,178.0
