row_label_raw,row_label_full,col_0,Địa chỉ,Số lượng,% sở hữu,31/12/2022Giá trị ghi số Nghìn VND,Dự phòng giảm giá VND,Giá trị hợp lý VND,Số lượng_1,% sở hữu_1,1/1/2022Giá trị ghi số Nghìn VND,Dự phòng giảm giá VND_1,Giá trị hợp lý VND_1,numeric__Địa chỉ,numeric__Số lượng,numeric__% sở hữu,numeric__31/12/2022Giá trị ghi số Nghìn VND,numeric__Dự phòng giảm giá VND,numeric__Giá trị hợp lý VND,numeric__Số lượng_1,numeric__% sở hữu_1,numeric__1/1/2022Giá trị ghi số Nghìn VND,numeric__Dự phòng giảm giá VND_1,numeric__Giá trị hợp lý VND_1
Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,,,,,,,,,,,
Jiangwu H.C. StarckTungsten Products Co. Ltd.,Đầu tư góp vốn vào công ty liên kết > Jiangwu H.C. StarckTungsten Products Co. Ltd.,Jiangwu H.C. StarckTungsten Products Co. Ltd.,Trung Quốc,,30%,190.164.060,-,N/A,,30%,180.510.490,-,N/A,,,0.3,190164060.0,,,,0.3,180510490.0,,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,,,,,,,,,,,
Nyobolt Limited (*),Đầu tư góp vốn vào đơn vị khác > Nyobolt Limited (*),Nyobolt Limited (*),"Cambridge, Vương quốcAnh",755.161,"21,5%",1.342.363.039,-,(**),,,-,-,-,,755161.0,0.215,1342363039.0,,,,,,,
,,,,,,1.532.527.099,-,,,,180.510.490,-,,,,,1532527099.0,,,,,180510490.0,,
