row_label_raw,row_label_full,col_0,31/12/2022VND’000,1/1/2022VND’000,numeric__31/12/2022VND’000,numeric__1/1/2022VND’000
Within one year,Within one year,Within one year,"17,090,495","12,080,324",,
Within two to five years,Within two to five years,Within two to five years,"11,877,804","14,967,391",,
,,,"28,968,299","27,047,715",,
