row_label_raw,row_label_full,col_0,Code,Note,31/12/2022VND'000,1/1/2022VND'000,numeric__Code,numeric__Note,numeric__31/12/2022VND'000,numeric__1/1/2022VND'000
ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,,,,
Current assets(100 = 110 + 120 + 130 + 140 + 150),ASSETS > Current assets(100 = 110 + 120 + 130 + 140 + 150),Current assets(100 = 110 + 120 + 130 + 140 + 150),100,,"12,228,222,738","10,576,736,330",100.0,,,
Cash and cash equivalents,ASSETS > Cash and cash equivalents,Cash and cash equivalents,110,5,"1,502,879,248","1,043,789,572",110.0,5.0,,
Cash,ASSETS > Cash,Cash,111,,"802,638,824","644,789,572",111.0,,,
Cash equivalents,ASSETS > Cash equivalents,Cash equivalents,112,,"700,240,424","399,000,000",112.0,,,
Short-term financial investments,ASSETS > Short-term financial investments,Short-term financial investments,120,6(a),"8,110,000","7,400,000",120.0,,,
Held-to-maturity investments,ASSETS > Held-to-maturity investments,Held-to-maturity investments,123,,"8,110,000","7,400,000",123.0,,,
Accounts receivable – short-term,ASSETS > Accounts receivable – short-term,Accounts receivable – short-term,130,,"2,940,659,090","2,652,953,397",130.0,,,
Accounts receivable from customers,ASSETS > Accounts receivable from customers,Accounts receivable from customers,131,7,"2,170,552,039","1,988,261,387",131.0,7.0,,
Prepayments to suppliers,ASSETS > Prepayments to suppliers,Prepayments to suppliers,132,,"371,552,598","243,425,908",132.0,,,
Other receivables,ASSETS > Other receivables,Other receivables,136,8,"413,428,141","421,266,102",136.0,8.0,,
Allowance for doubtful debts,ASSETS > Allowance for doubtful debts,Allowance for doubtful debts,137,,"(14,873,688)",-,137.0,,,
Inventories,ASSETS > Inventories,Inventories,140,9,"6,858,167,780","5,930,372,391",140.0,9.0,,
Inventories,ASSETS > Inventories,Inventories,141,,"6,905,038,000","5,958,352,149",141.0,,,
Allowance for inventories,ASSETS > Allowance for inventories,Allowance for inventories,149,,"(46,870,220)","(27,979,758)",149.0,,,
Other current assets,ASSETS > Other current assets,Other current assets,150,,"918,406,620","942,220,970",150.0,,,
Short-term prepaid expenses,ASSETS > Short-term prepaid expenses,Short-term prepaid expenses,151,,"74,887,091","46,128,020",151.0,,,
Deductible value added tax,ASSETS > Deductible value added tax,Deductible value added tax,152,,"807,301,517","896,037,352",152.0,,,
Taxes and others receivable fromState Treasury,ASSETS > Taxes and others receivable fromState Treasury,Taxes and others receivable fromState Treasury,153,,"36,218,012","55,598",153.0,,,55.598
