row_label_raw,row_label_full,col_0,Chi phí đất trả trước và chi phí đền bù giải phóng mặt bằng Nghìn VND,Chi phí khai thác khoáng sản khác Nghìn VND,Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,Chi phí trả trước khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Chi phí đất trả trước và chi phí đền bù giải phóng mặt bằng Nghìn VND,numeric__Chi phí khai thác khoáng sản khác Nghìn VND,numeric__Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,numeric__Chi phí trả trước khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.379.226.939,1.761.847.439,157.032.274,188.876.490,3.486.983.142,1379226939.0,1761847439.0,157032274.0,188876490.0,3486983142.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,180.106.351,-,52.948.512,233.054.863,,180106351.0,,52948512.0,233054863.0
Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 13),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 13),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 13),-,-,-,3.359.516,3.359.516,,,,3359516.0,3359516.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(81.324.893),(171.736.690),(26.178.476),(97.996.644),(377.236.703),-81324893.0,-171736690.0,-26178476.0,-97996644.0,-377236703.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.297.902.046,1.770.217.100,130.853.798,147.187.874,3.346.160.818,1297902046.0,1770217100.0,130853798.0,147187874.0,3346160818.0
