row_label_raw,row_label_full,col_0,2022VND'000,2021VND'000,numeric__2022VND'000,numeric__2021VND'000
Insurance claims,Insurance claims,Insurance claims,"42,221,376","87,316,300",,
Gain on scrap sales,Gain on scrap sales,Gain on scrap sales,"12,430,944","10,795,294",,
Gain on disposal of fixed assets,Gain on scrap sales > Gain on disposal of fixed assets,Gain on disposal of fixed assets,"137,866","121,641",137.866,121.641
Income from asset rental,Income from asset rental,Income from asset rental,"57,919,402",-,,
Reversal of VAT input written-off in previous years,Reversal of VAT input written-off in previous years,Reversal of VAT input written-off in previous years,"25,158,904",-,,
Other,Other,Other,"33,774,441","43,939,657",,
,,,"171,642,933","142,172,892",,
