row_label_raw,row_label_full,col_0,2022Nghìn VND,2021Nghìn VND,numeric__2022Nghìn VND,numeric__2021Nghìn VND
(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(22.646.401),156.515.914,-22646401.0,156515914.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,(4.529.280),31.303.183,-4529280.0,31303183.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.074.771,4.984.153,1074771.0,4984153.0
Uu đãi thuế,Uu đãi thuế,Uu đãi thuế,(20.022.083),(27.844.449),-20022083.0,-27844449.0
Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,Ảnh hưởng của mức thuế suất khác áp dụng đối với công ty con,(62.717.172),(215.184.381),-62717172.0,-215184381.0
Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,Ảnh hưởng của mức thuế suất khác áp dụng đối với các khoản thu nhập khác và thuế thu nhập hoãn lại được ghi nhận,(19.607.289),-,-19607289.0,
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(13.005.112),(24.856.632),-13005112.0,-24856632.0
Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,(2.403.641),(158.554),-2403641.0,-158554.0
(Hoàn nhập)/ghi giảm tài sản thuế thu nhập hoãn lại Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,(Hoàn nhập)/ghi giảm tài sản thuế thu nhập hoãn lại Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,(Hoàn nhập)/ghi giảm tài sản thuế thu nhập hoãn lại Biến động tài sản thuế thu nhập hoãn lại chưa được ghi nhận phát sinh từ chênh lệch tạm thời,(66.541.153),35.745.813,-66541153.0,35745813.0
,,,59.953.500,91.403.152,59953500.0,91403152.0
,,,(127.797.459),(104.607.715),-127797459.0,-104607715.0
