row_label_raw,row_label_full,col_0,Address,Quantity,% of equity owned,31/12/2022,31/12/2022_1,31/12/2022_2,31/12/2022_3,1/1/2022,1/1/2022_1,1/1/2022_2,1/1/2022_3,numeric__Address,numeric__Quantity,numeric__% of equity owned,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__31/12/2022_3,numeric__1/1/2022,numeric__1/1/2022_1,numeric__1/1/2022_2,numeric__1/1/2022_3
,,,Address,Quantity,% of equity owned,Carrying value VND'000,Allowance for diminution in value VND,Fair value VND,Quantity,% of equity owned,Carrying value VND'000,Allowance for diminution in value VND,Fair value VND,,,,,,,,,,,
Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,Equity investments in Associates,,,,,,,,,,,
Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,Jiangwu H.C. Starck,,,,,,,,,,,
Tungsten Products Co. Ltd. China,Jiangwu H.C. Starck > Tungsten Products Co. Ltd. China,Tungsten Products Co. Ltd. China,Tungsten Products Co. Ltd. China,Tungsten Products Co. Ltd. China,30%,"190,164,060",-,N/A,,30%,"180,510,490",-,N/A,,,0.3,,,,,0.3,,,
Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,Equity investments in Others,,,,,,,,,,,
Nyobolt Limited (*),Equity investments in Others > Nyobolt Limited (*),Nyobolt Limited (*),"Cambridge, UK","755,161",21.5%,"1,342,363,039",-,(**),,,-,-,-,,755.161,2.15,,,,,,,,
,,,,,,"1,532,527,099",-,,,,"180,510,490",-,,,,,,,,,,,,
