row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2022_2,1/1/2022,1/1/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__1/1/2022,numeric__1/1/2022_1
,,,Currency,Annual interest %,VND’000,Annual interest %,VND’000,,,,,
Secured bank loan (*) (**),Secured bank loan (*) (**),Secured bank loan (*) (**),USD,3.92 - 10.43,"563,751,156",3.34 - 4.46,"349,968,164",,,,,
Secured bank loan (*) (**),Secured bank loan (*) (**),Secured bank loan (*) (**),VND,4.10 + margin,"333,714,270",4.10 + margin,"908,780,000",,,,,
Secured bank loan (*) (**),Secured bank loan (*) (**) > Secured bank loan (*) (**),Secured bank loan (*) (**),USD,3.92 - 10.24,"185,404,032",3.92,"99,247,616",,,,392.0,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),VND,6.20 - 8.50,"957,259,857",6.20 - 7.30,"966,211,032",,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,5.10 - 5.90,"25,727,972",-,-,,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,4.00 - 9.50,"394,465,896",4.00 - 5.30,"462,795,428",,,,,
Secured bank loan (*),Secured bank loan (*) > Secured bank loan (*),Secured bank loan (*),VND,8.40 - 9.30,"305,413,750",7.70 - 8.70,"974,000",,,,,974.0
Secured bank loan (*),Secured bank loan (*) > Secured bank loan (*),Secured bank loan (*),VND,9.30,"151,947,330",-,-,,930.0,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,6.50 - 9.50,"11,756,448",-,-,,,,,
Unsecured bank loan,Unsecured bank loan,Unsecured bank loan,VND,4.30 - 9.20,"50,911,992",4.70 - 5.40,"35,000,000",,,,,
Unsecured bank loan,Unsecured bank loan,Unsecured bank loan,USD,3.05 - 7.42,"301,798,142",3.05 - 3.50,"291,496,322",,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,3.00 - 7.80,"533,739,324",3.00 - 3.70,"55,056,000",,,,,
Secured bank loan,Secured bank loan (*) > Secured bank loan,Secured bank loan,VND,-,-,7.20,"107,331,633",,,,720.0,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,4.60 - 7.70,"206,931,566",4.60 - 5.10,"334,198,913",,,,,
Secured bank loan,Secured bank loan,Secured bank loan,VND,-,-,7.20 - 7.25,"8,895,279",,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,5.00 - 7.80,"7,547,532",-,-,,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,5.20 - 6.45,"58,834,403",-,-,,,,,
Secured bank loan (*),Secured bank loan (*),Secured bank loan (*),USD,4.5 - 6.95,"117,278,387",-,-,,,,,
Secured bank loan (*),Secured bank loan (*) > Secured bank loan (*),Secured bank loan (*),EUR,3.23,"779,220,000",-,-,,323.0,,,
Unsecured bank loan,Secured bank loan (*) > Unsecured bank loan,Unsecured bank loan,CNY,4.35,"35,299,394",-,-,,435.0,,,
Unsecured loan from related party,Secured bank loan (*) > Unsecured loan from related party,Unsecured loan from related party,VND,5.00 - 7.00,"197,240,000",7.00,"181,676,000",,,,700.0,
Unsecured loan from related party,Unsecured loan from related party,Unsecured loan from related party,VND,6.50 - 7.30,"600,000,000",-,-,,,,,
,,,,,"5,818,241,451",,"3,801,630,387",,,,,
