row_label_raw,row_label_full,col_0,31/12/2022Nghìn VND,1/1/2022Nghìn VND,numeric__31/12/2022Nghìn VND,numeric__1/1/2022Nghìn VND
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,250.115.192,344.017.462,250115192.0,344017462.0
Trích trước chi phí thuê đất,Trích trước chi phí thuê đất,Trích trước chi phí thuê đất,104.361.498,93.960.478,104361498.0,93960478.0
Tiền lãi vay phải trả,Tiền lãi vay phải trả,Tiền lãi vay phải trả,254.515.802,214.245.456,254515802.0,214245456.0
Trích trước chi phí tài chính khác,Trích trước chi phí tài chính khác,Trích trước chi phí tài chính khác,1.550.261,1.791.962,1550261.0,1791962.0
Phí tư vấn,Phí tư vấn,Phí tư vấn,15.851.304,474.240,15851304.0,474240.0
Thuế và phí tài nguyên,Thuế và phí tài nguyên,Thuế và phí tài nguyên,138.872.954,159.686.751,138872954.0,159686751.0
Tiền thường,Tiền thường,Tiền thường,46.335.612,180.705.685,46335612.0,180705685.0
Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,3.597.485,3.364.036,3597485.0,3364036.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,3.455.775,2.298.368,3455775.0,2298368.0
,,,818.655.883,1.000.544.438,818655883.0,1000544438.0
