row_label_raw,row_label_full,col_0,Vốn cổ phần Nghìn VND,Thặng dư vốn cổ phần Nghìn VND,Vốn khác của chủ sở hữu Nghìn VND,Chênh lệch tỷ giá hối doái Nghìn VND,Quỹ khác thuộc vốn chủ sở hữu Nghìn VND,Lợi nhuận chưa phân phối Nghìn VND,Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,Lợi ích cổ đông không kiểm soát Nghìn VND,Tổng cộng Nghìn VND,numeric__Vốn cổ phần Nghìn VND,numeric__Thặng dư vốn cổ phần Nghìn VND,numeric__Vốn khác của chủ sở hữu Nghìn VND,numeric__Chênh lệch tỷ giá hối doái Nghìn VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Nghìn VND,numeric__Lợi nhuận chưa phân phối Nghìn VND,numeric__Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,numeric__Lợi ích cổ đông không kiểm soát Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,10.991.554.200,1.098.259.892,(295.683.347),(189.058.584),(358.967.342),2.766.593.412,14.012.698.231,66.842.804,14.079.541.035,10991554200.0,1098259892.0,-295683347.0,-189058584.0,-358967342.0,2766593412.0,14012698231.0,66842804.0,14079541035.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,195.611.320,195.611.320,65.512.309,261.123.629,,,,,,195611320.0,195611320.0,65512309.0,261123629.0
Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,-,-,-,-,188.714.955,-,188.714.955,-,188.714.955,,,,,188714955.0,,188714955.0,,188714955.0
Chênh lệch tỷ giá hối doái,Chênh lệch tỷ giá hối doái,Chênh lệch tỷ giá hối doái,-,-,-,(176.770.526),-,-,(176.770.526),(11.429.769),(188.200.295),,,,-176770526.0,,,-176770526.0,-11429769.0,-188200295.0
Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,10.991.554.200,1.098.259.892,(295.683.347),(365.829.110),(170.252.387),2.962.204.732,14.220.253.980,120.925.344,14.341.179.324,10991554200.0,1098259892.0,-295683347.0,-365829110.0,-170252387.0,2962204732.0,14220253980.0,120925344.0,14341179324.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,69.024.617,69.024.617,36.126.441,105.151.058,,,,,,69024617.0,69024617.0,36126441.0,105151058.0
Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,Tái xác định dự phòng trợ cấp hữu trí,-,-,-,-,845.796.388,-,845.796.388,-,845.796.388,,,,,845796388.0,,845796388.0,,845796388.0
Chênh lệch tỷ giá hối doái,Chênh lệch tỷ giá hối doái,Chênh lệch tỷ giá hối doái,-,-,-,(53.590.654),-,-,(53.590.654),8.902.658,(44.687.996),,,,-53590654.0,,,-53590654.0,8902658.0,-44687996.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,10.991.554.200,1.098.259.892,(295.683.347),(419.419.764),675.544.001,3.031.229.349,15.081.484.331,165.954.443,15.247.438.774,10991554200.0,1098259892.0,-295683347.0,-419419764.0,675544001.0,3031229349.0,15081484331.0,165954443.0,15247438774.0
