row_label_raw,row_label_full,col_0,Thuế suất,31/12/2022Nghìn VND,1/1/2022Nghìn VND,numeric__Thuế suất,numeric__31/12/2022Nghìn VND,numeric__1/1/2022Nghìn VND
Tài sản thuế thu nhập hoãn lại:Tái xác định dự phòng trợ cấp hưu tríphải trả thuần,Tài sản thuế thu nhập hoãn lại:Tái xác định dự phòng trợ cấp hưu tríphải trả thuần,Tài sản thuế thu nhập hoãn lại:Tái xác định dự phòng trợ cấp hưu tríphải trả thuần,30%,225.806.679,653.730.131,0.3,225806679.0,653730131.0
Giá trị thuế của các khoản lỗ mang sang,Giá trị thuế của các khoản lỗ mang sang,Giá trị thuế của các khoản lỗ mang sang,"7,5% - 30%",278.547.539,187.233.236,,278547539.0,187233236.0
Lãi chưa thực hiện từ các giao dịch nội bộ,Lãi chưa thực hiện từ các giao dịch nội bộ,Lãi chưa thực hiện từ các giao dịch nội bộ,5% - 30%,2.861.558,2.537.590,,2861558.0,2537590.0
Quan hệ có từ trước – Lợi ích của hợpđồng với NPM,Quan hệ có từ trước – Lợi ích của hợpđồng với NPM,Quan hệ có từ trước – Lợi ích của hợpđồng với NPM,30%,12.027.409,16.036.546,0.3,12027409.0,16036546.0
"Chi phí phải trả, các khoản dự phòng vàcác khoản khác (*)","Chi phí phải trả, các khoản dự phòng vàcác khoản khác (*)","Chi phí phải trả, các khoản dự phòng vàcác khoản khác (*)",30%,38.057.534,27.968.264,0.3,38057534.0,27968264.0
Bù trừ,Bù trừ,Bù trừ,,(536.421.441),(590.701.894),,-536421441.0,-590701894.0
Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,20.879.278,296.803.873,,20879278.0,296803873.0
Thuế thu nhập hoãn lại phải trả:Trữ lượng khai thác và trữ lượng địa chất,Thuế thu nhập hoãn lại phải trả:Trữ lượng khai thác và trữ lượng địa chất,Thuế thu nhập hoãn lại phải trả:Trữ lượng khai thác và trữ lượng địa chất,15%,507.508.721,529.951.719,0.15,507508721.0,529951719.0
Tài sản dài hạn,Tài sản dài hạn,Tài sản dài hạn,"7,5% - 20%",82.201.035,45.870.277,,82201035.0,45870277.0
Lỗ chưa thực hiện từ các giao dịch nội bộ,Lỗ chưa thực hiện từ các giao dịch nội bộ,Lỗ chưa thực hiện từ các giao dịch nội bộ,10% - 30%,35.604.296,27.647.631,,35604296.0,27647631.0
Tài sản vô hình mới được xác định tềchợp nhất kinh doanh,Tài sản vô hình mới được xác định tềchợp nhất kinh doanh,Tài sản vô hình mới được xác định tềchợp nhất kinh doanh,25% - 30%,818.635.499,878.862.616,,818635499.0,878862616.0
Tài sản hữu hình mới được xác định tềchợp nhất kinh doanh (*),Tài sản hữu hình mới được xác định tềchợp nhất kinh doanh (*),Tài sản hữu hình mới được xác định tềchợp nhất kinh doanh (*),15% - 30%,583.281.891,635.445.223,,583281891.0,635445223.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,25%,49.629.963,45.127.623,0.25,49629963.0,45127623.0
Các khoản khác (*),Các khoản khác (*),Các khoản khác (*),10% - 30%,176.599,87.035.058,,176599.0,87035058.0
Bù trừ,Bù trừ,Bù trừ,,(559.426.787),(615.032.281),,-559426787.0,-615032281.0
Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,1.517.611.217,1.543.909.966,,1517611217.0,1543909966.0
