row_label_raw,row_label_full,col_0,Dự phòng chungTriệu VND,Dự phòng cụ thểTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng cụ thểTriệu VND,numeric__Tổng cộngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.211.595,5.889.823,9.101.418,3211595.0,5889823.0,9101418.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,614.908,5.730.017,6.344.925,614908.0,5730017.0,6344925.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(6.654.308),(6.654.308),,-6654308.0,-6654308.0
Điều chính khác,Điều chính khác,Điều chính khác,5.030,19.331,24.361,5030.0,19331.0,24361.0
Số dư cuối năm (Trình bày lại),Số dư cuối năm (Trình bày lại),Số dư cuối năm (Trình bày lại),3.831.533,4.984.863,8.816.396,3831533.0,4984863.0,8816396.0
