row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 03tháng,Đến 03tháng,Đến 01tháng,Từ 01-03tháng,Từ 03-12tháng,Từ 01-05năm,Trên 05năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tải sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,2.038.380,-,-,-,-,2.038.380,,,2038380.0,,,,,2038380.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,34.354.634,-,-,-,-,34.354.634,,,34354634.0,,,,,34354634.0
Tiền gửi và cho vay các TCTD khác (*),Tải sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,120.292.997,16.182.358,571.921,58.360,-,137.105.636,,,120292997.0,16182358.0,571921.0,58360.0,,137105636.0
Chứng khoán kinh doanh (*),Tải sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,461,-,-,461,,,,,461.0,,,461.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,,205.326,-,-,,,205.326,,,205326.0,,,,,205326.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),14.576.953,4.117.243,25.034.125,53.173.127,158.765.655,245.051.177,114.143.700,614.861.980,14576953.0,4117243.0,25034125.0,53173127.0,158765655.0,245051177.0,114143700.0,614861980.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,299.852,300.000,3.813.214,11.053.530,12.868.798,28.335.394,,,299852.0,300000.0,3813214.0,11053530.0,12868798.0,28335394.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,500.598,500.598,,,,,,,500598.0,500598.0
Tải sản cố định,Tải sản > Tải sản cố định,Tải sản cố định,-,-,1.685.277,54,2.388,134.550,3.716.670,5.538.939,,,1685277.0,54.0,2388.0,134550.0,3716670.0,5538939.0
Tải sản Có khác (*),Tải sản > Tải sản Có khác (*),Tải sản Có khác (*),7.850,-,20.372.938,20.645.730,38.642.217,139.042,39,79.807.816,7850.0,,20372938.0,20645730.0,38642217.0,139042.0,39.0,79807816.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,14.584.803,4.117.243,204.283.529,90.301.269,201.795.856,256.436.659,131.229.805,902.749.164,14584803.0,4117243.0,204283529.0,90301269.0,201795856.0,256436659.0,131229805.0,902749164.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi của và vay từ NHNN,Nợ phải trả > Tiền gửi của và vay từ NHNN,Tiền gửi của và vay từ NHNN,-,-,5.127.720,10.259.435,1.166.402,-,-,16.553.557,,,5127720.0,10259435.0,1166402.0,,,16553557.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,116.602.212,21.994.036,9.466.178,560.504,77.163,148.700.093,,,116602212.0,21994036.0,9466178.0,560504.0,77163.0,148700093.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,124.744.004,89.896.407,187.583.904,169.924.604,654,572.149.573,,,124744004.0,89896407.0,187583904.0,169924604.0,654.0,572149573.0
Các công cụ tài chính phải sinh và các nợ phải trả chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các nợ phải trả chính khác,Các công cụ tài chính phải sinh và các nợ phải trả chính khác,-,-,-,2.565,62.181,-,-,64.746,,,,2565.0,62181.0,,,64746.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,225.570,29.277,172.820,15.076.955,299.901,15.804.523,,,225570.0,29277.0,172820.0,15076955.0,299901.0,15804523.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,846.742,3.135.774,19.838.846,15.907.663,13.367.600,53.096.625,,,846742.0,3135774.0,19838846.0,15907663.0,13367600.0,53096625.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,-,17.573.400,-,-,-,-,17.573.400,,,17573400.0,,,,,17573400.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,265.119.648,125.317.494,218.290.331,201.469.726,13.745.318,823.942.517,,,265119648.0,125317494.0,218290331.0,201469726.0,13745318.0,823942517.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,14.584.803,4.117.243,(60.836.119),(35.016.225),(16.494.475),54.966.933,117.484.487,78.806.647,14584803.0,4117243.0,-60836119.0,-35016225.0,-16494475.0,54966933.0,117484487.0,78806647.0
